Season,Episode,Character,Line
5,10,Butters,"I'm not wearin' makeup Dad! I uh-
"
14,10,Butters,"Yeah, uh, Wendy said to give you this.  I'm like a mailman. 
"
11,6,Stan,"These guys are pretty good.
"
11,5,Cartman,"Nono! You don't ask me questions! You are a rabbit! I am a human. So if you don't bring me what I want for Easter, I can fucking kill you!
"
17,2,Randy,"I can't afford DirecTV.
"
18,6,Randy,"What are you gaywads doin'?
"
10,10,Kyle,"Well they're doing it!
"
3,16,Stan,"No. I didn't, but-
"
6,10,Mr. Mackey,"Aw, that's so sweet, m'kay?
"
15,11,Randy,"Ooof. 
"
1,11,Wendy,"You heard me! Stay away from my man, bitch, or I'll whup your sorry little ass back to last year!  Bye, Ms. Ellen.
"
7,2,Jimmy,"Timmy and I made a ...T-shirt design for our new club.  We just came up with a name this morning. 
"
5,7,Mr. Mackey,"Uh, right, right, uh, like in the ...nipples.
"
4,3,Kyle,"Oh, yeah!
"
1,9,Kyle,"Shut up, Cartman!
"
4,7,Stan,"But you only need one, fat boy!
"
8,6,Cartman,"Yeah?
"
14,7,Kyle,"We're here for Towelie, fatass!
"
15,10,Stan,"Do you know why a gerbil is running around hacking our phone calls and putting our secrets up on the Internet?
"
6,10,Cartman,"Pleeeeease???
"
6,17,Stan,"We brought Christmas to Iraq!
"
9,11,Cartman,"I'm grubbin'. What's it look like?
"
6,4,Kyle,"Stan's getting worse, you guys.
"
8,2,Jimmy,"Stay away from me, you stupid b-b-b-bitches!  No! God!  '
"
15,8,Kyle,"Really? Uh, Stan, that's great. 
"
6,1,Cartman,"Butters, I'm just trying to offer some motivational help here.
"
5,5,Stan,"They're not together anymore, dude.
"
3,10,Kyle,"...our hearts.  Kenny? 
"
2,15,Kyle,"Aunt Flo?
"
18,2,Cartman,"They've got what backward? 
"
16,8,Kyle,"We need you, Butters. You're the man! 
"
1,12,Kenny,"(Yeah, and I got this nice marble sack to go with this carrot stick, see?)
"
1,12,Stan,"D'you know John Elway?
"
17,9,Randy,"Stay at your post!  Nooo! NOOO! EVERYBODY REALLY LIKED HIM!! NOOO!
"
7,13,Cartman,"Well that's fine. I thought you guys were my friends, but I guess I was wrong! 
"
5,9,Kyle,"Go America.  Go Broncos. 
"
13,6,Randy,"Okay okay!  You're right. You're right, Finland! Okay? You're right. Can you just... let us other countries talk pr-private, for a moment?
"
9,7,Mr. Mackey,"M'kay, kids, as your counselor, I know it can sometimes be difficult to talk about subjects like drugs and sex and alcohol, m'kay? So, as you remember, last week I told you to write down any difficult questions you had and put them in this box anonymously so we could discuss in class, m'kay? I got a lot o' responses, so let's read some aloud.  ""Mr. Mackey is gay.""  Okay kids, that is not funny! M'kay?! This box is supposed to be used for serious questions! About, about serious issues! M'kay, let's let's stop the tomfoolery!  M'kay, this looks like a real one here.  ""Dear Mr. Mackey, you are gay.""  All right, all right. That's enough, kids. Let's quiet down and try to be mature, 'kay?  Uh here we go. Okay, ""Mr. Mackey, sometimes my parents hit me, and you are gay.""  dammit, is there not one serious question in here?!  ""Mr. Mackey is gay, Mr. Mackey is gay""  Okay, here.  I am a boy at South Park Elementary. Sometimes, when I'm sitting in class, my penis becomes hard for no reason. What should I do?  All right kids, all right kids, that's enough!  If you all can't be serious about the question box,  then we'll just do drug identification exercises, unkay?!
"
4,4,Mr. Garrison,"THAT DOES IT!
"
9,13,Cartman,"We have to hurry!
"
11,11,Butters,"But I, but I'm supposed to be at school right now, uh, and instead I got, I got Snarf and Popeye and Luke Skywalker all pissed off...
"
8,13,Kyle,"Why won't anybody listen to me?!
"
7,1,Kyle,"Cartman, don't you remember the last time you had this dream?
"
3,3,Stan,"Now, Cartman! 
"
2,18,Kyle,"Come on, Steve, you're going to Des Moines!
"
17,2,Stan,"You guys don't need to be watching that stuff. 
"
3,17,Mr. Mackey,"M'kay. 
"
5,6,Cartman,"...And, since the stupid security guard needs video surveillance, I have to let in two more people a day to cover those expenses... Need to cover the new ticket guy's salary, so that's three more admissions a day...  Cleanup crew for the bathroom, money to cover paint and upkeep - so that's about four admissions - that brings the grand total to...  God-damnit!  Eight hundred and sixteen people can come into the park today! 
"
4,6,Cartman,"Thanks, dude. 
"
1,11,Wendy,"Hi guys, what's up?
"
2,4,Mr. Mackey,"Uh-uh, boys, LSD is bad. Hmmm...  Man, who put all this cotton in my mouth?  Yeah, baby... The world is so small.  I'm free... I'm free...
"
4,2,Kyle,"It's not true! 
"
16,6,Stan,"Come on guys, the day is wasting away. What would be something really cool we could do?
"
13,5,Cartman,"All this time I've been mad at you, Jimmy, for trying to take all the credit, but, now I realize it's just that your ego has made you believe things happened differently. That's what Kyle was trying to tell me. That you have such a huge ego you do these mental gymnastics to make yourself a part of things.
"
8,1,Stan,"We don't have a choice, Kyle. Just humor them. Hyaaaaah! 
"
9,6,Kyle,"Thanks. 
"
5,7,Kenny,"(Wait until you see what I can do to the dog!)
"
6,7,Kyle,"Yeah, it's Ms. Choksondik alright.
"
6,12,Kyle,"Okay.  N-no, ah I don't want that much responsibility. Here, you hold on to it, Kenny. 
"
8,1,Kenny,"(Butters!)
"
16,13,Cartman,"Uh huh.
"
10,2,Mr. Mackey,"Well from now on, I'm only going to associate with other hybrid-car drivers. Everyone else is just ignorant, m'kay?
"
12,8,Butters,"Ping ping. Herro. ...Prease.
"
9,13,Kyle,"He talked! I swear to Abraham he talked, and he loves rocket ships!
"
2,18,Kyle,"Cartman, you fucking hunk of fat, rat-fucking hunk of pig-fucking ass fat.
"
4,1,Stan,"Dah, that's what they all say. Okay, ready? Go! 
"
12,10,Cartman,"You're being extremely negative, Craig. 
"
14,1,Butters,"Haah! Leave me alone! 
"
2,16,Kyle,"That was totally gross. She smelled like vitamins and pee.
"
15,10,Cartman,"Because, dude, it's all over Eavesdropper!
"
1,2,Stan,"Yeah, right! You'll go and sit in front of the TV and eat cheesy poofs, ass-master!
"
17,5,Kyle,"Oh, thanks! 
"
16,9,Cartman,"And so to go through all that, your honor, to go through all the shame and daily ridicule, and then not to be able to take a simple shit at Best Buy?  At Besty Buy I'm sorry.  To be told by some Best Buy manager that your mobility scooter can't fit in his bathroom?  Oh God, excuse me! It's just so belittling, you know? All I wanted to do was take a dump, your honor. After all I've been through, can't I just take a dump at Best Buy?
"
16,2,Kenny,"(Shut the fuck up, dude! You're a fuckin' asshole!)
"
13,10,Cartman,"Alright you guys, let's bring it in.  I think we've done a really great job and let's just keep the energy up, you know, have a good flow, and have fun out there, okay?
"
6,6,Kyle,"Who wants to tell him?
"
2,18,Stan,"Shut up, Cartman!  Dude, I saw this in a movie once. The old cavemen get frozen, and then people discover them and make them their caveman friends.
"
18,6,Kyle,"You have your crutches!
"
5,13,Butters,"Uh, yeah?
"
3,6,Cartman,"What did you call me?
"
13,14,Cartman,"There are too many minorities (too many)
At my water park (somebody do something).
Where did they all come from?
Why can’t they leave this land alone?
And it’s such a tragedy (feel a bit like dying).
We looked the other way too long.
We’ve got to change our priorities
And get all these minorities
Out of my water park
(Minorities) Mexicans and Asians,
(Black people), I think I even saw a Native American (gross).
God I’m asking please, get all of these minorities
Out of my water park (my water park).
"
16,2,Butters,"Sorry. My arms hurt.
"
4,6,Kenny,"(Cash.)
"
3,2,Kyle,"Aw man, at least the real Jesus didn't weigh 400 pounds!
"
5,4,Timmy,"Euuh, livin' a lie, Timmih. 
"
16,3,Kyle,"We thought you were meeting us at Cartman's. What are you doing here, Taylor Swifting?
"
6,7,Butters,"Yeah, but he's still better than you, Butters.
"
14,10,Butters,"Hey Stan, I have a note for you.
"
1,10,Kyle,"Wow. Did he say that in the Bible?
"
3,3,Stan,"Why do you have to see an eye doctor?
"
4,14,Kyle,"Uh, Timmy, if we back to the other kids with that turkey they're gonna be pissed!
"
1,2,Stan,"Superfatass?
"
13,3,Stan,"I want to return this Margaritaville! My dad bought it on a payment plan set up by a finance company that got investors from Wall Street who combined it into securities sold to the banks who transferred it to you!
"
8,9,Stan,"Dad, we know how to destroy the Wall-Mart.
"
11,4,Cartman,"Look further down the page. Does he list his favorite band?
"
8,9,Randy,"Too late for me, son! I have to buy this stuff!
"
10,3,Cartman,"Kyle, quit it! Stop it, Kyle!
"
8,2,Kyle,"Cartman, I really, really have a problem with what you're doing. I object to it morally, and I find it grossly offensive. 
"
3,2,Stan,"Yeah, dummy, you have to get a nurection.
"
5,10,Cartman,"Huh, how long 'til we get the pictures back?
"
9,14,Stan,"Uh, look, my dad was here yesterday and ...you all kind of messed him up by telling him he had a disease?
"
15,4,Butters,"Butters Stotch, 2.2 inches. Is that good?
"
17,6,Stan,"Um, dude, we need to talk. This has to stop.
"
3,15,Kyle,"Hey, shut your mouth, fatass!
"
4,14,Cartman,"Alright, alright! Quiet down! Look, we still got four days until the Thanksgiving festival; that's plenty of time to revamp our play!
"
7,7,Stan,"Ah, I don't know if I did or not. I, I saw something, someone spoke to me and... told me the middle-class white way to cure SARS.  Campbell's Chicken Noodle Soup, Dayquil, and Sprite.
"
15,1,Stan,"Oh boy.
"
15,11,Cartman,"Coach! Feegan the vegan won't jump off the board! Hey Coach!
"
15,7,Randy,"Ugh, that's so unfair!
"
14,5,Cartman,"Keep... your hand... UP!
"
9,5,Randy,"I just... don't think I can, all right?
"
2,2,Cartman,"Dammit! Tell me who my father is already!
"
16,2,Stan,"No, my grandpa gave to me as a present. But it's worth so much I reel really bad accepting it, so I just want the cash.
"
9,3,Cartman,"Who let the dogs out?
"
3,3,Kyle,"Chef, this place isn't you!
"
16,13,Stan,"Yeah I know.
"
10,8,Stan,"Dad, get off our teamspeak line!
"
9,6,Butters,"Well... how do you know you're not supposed to go to... you know... Heck.
"
8,9,Kyle,"-slashed the bus tires in Arkansas! I said so! I told you the minute that I-  -and I told you that-
"
7,13,Cartman,"Which means, if it weren't for tobacco, many of our black friends wouldn't be here today.
"
3,14,Cartman,"Later.
"
10,1,Cartman,"Oh, son of a bitch!
"
9,8,Kyle,"Stan, people in Beaverton are still trapped on their roofs. Nobody's helping them because they think they can't go outside.
"
1,13,Cartman,"Yeah, it sucks. I have to know who my father is, I just have to. Maybe I can work in a sweatshop for a while uh...  Well, see you guys. I'm gonna go stay in my backyard for a while.
"
2,5,Kyle,"But we could get killed!
"
9,13,Kyle,"No! Please, we have to go!
"
13,1,Kyle,"It's that ring. Somehow, putting on that ring has turned Kenny into a boring turd.
"
18,7,Butters,"Oh gosh!
"
1,8,Cartman,"Yeah, and never with Kenny, because his family is too poor.
"
8,5,Cartman,"Really?
"
16,8,Cartman,"That's right, Butters.
"
13,14,Kyle,"You guys wanna see how long I can hold my breath under water?
"
11,14,Stan,"Hey, kid, have you seen Kyle? We've looked everywhere and we have to show him something.
"
5,11,Kyle,"Uh, alright then.  Oh, would you look at that? I've got a corn on my ankle.  Now where did that one come from? That's the fourth one I've had- 
"
1,1,Stan,"Visitors took Kyle's baby brother.
"
12,6,Randy,"Three minutes would be plenty.
"
17,2,Kyle,"Corey Lanskin?
"
10,7,Stan,"You can't stay here.
"
15,11,Randy,"Shelly, I'm sorry your little friend was killed by Spider-Man tonight. Just know that... for Spider-Man to do what he did, he must have had a very good reason. Spider-Man works in mysterious ways, Shelly. And wherever he is, he loves you. 
"
6,6,Kyle,"So? You're a smartass!
"
9,3,Stan,"All right.
"
12,10,Cartman,"I will play this card to move Kyle back seven spaces...  ...screw you Kyle.  Aaand all right, your turn, Kenny. 
"
11,3,Kenny,"(Not guilty!)
"
4,2,Butters,"Heh-hey guys, uh, wu-what are you doin'?
"
9,2,Stan,"Are you serious? We never heard that.
"
4,14,Kyle,"A smart one, that can do tricks.
"
4,8,Cartman,"Yes. This is a difficult case. In order to win the debate, we will need to attack Stan and Kyle's credibility.
"
11,6,Cartman,"Okay, listen up, Mexicans. We need you to read  ""The Old Man and the Sea"" for us. Comprende? ""The Old Mand Y La Mer"".
"
16,12,Randy,"Oho you'll see! I'm sorry, Stan, but in about thirty minutes this place is gonna be swamped with people trying to rent DVDs!
"
4,11,Timmy,"Haagggh.
"
13,9,Butters,"'Course. My bottom bitch keeps a database of all our customers, specially the VIPs, like Senator Morris.
"
2,6,Cartman,"Well, Stan, thanks a lot for having such a cool uncle that got us all detention for a week.
"
18,5,Butters,"I don't know what to do!
"
1,10,Stan,"Oh great, Green Mega Man it is. 
"
11,13,Stan,"What, you mean it?
"
17,7,Kyle,"No! We can't divide like this!  Stan?  You're on our side, right?
"
8,10,Stan,"We're dead. Trent knows we sent the sixth-graders after him.
"
5,3,Cartman,"Now how the hell did he do that? 
"
16,6,Cartman,"""The next zipline? What are you talking about?""
"
9,13,Cartman,"Kyle, the show is over! The whale isn't gonna splash us any more, so who cares?
"
4,16,Kyle,"I did it! Now I can go to the Raging Pussies!
"
4,12,Stan,"Dude. Sh-she's right.
"
3,14,Kyle,"They're just drunk, Cartman! As soon as they sober up, they'll stop.
"
9,8,Stan,"Pretty funny?! Dude, we did that!! That was our fault!
"
13,10,Cartman,"Okay guys! Guys, listen! We seriously have to focus here! We have exactly three days before the scout is here to see us wrestle. We gotta step it up and work it like never before.
"
11,2,Butters,"Bradley, please. You're my accountabilibuddy. How will this make me look?
"
2,4,Stan,"Oh.
"
4,10,Cartman,"Turn around so I can clean out your ass.
"
2,9,Kyle,"All this for a bunch of stupid movies?
"
9,2,Cartman,"...All right, fine Chef, go!
"
10,7,Mr. Mackey,"You know that's not the point!
"
1,2,Mr. Garrison,"They did it a lot better this morning, they had more energy.
"
4,11,Kenny,"(Where am I?)
"
2,6,Mr. Garrison,"You all receive an F... minus.
"
2,13,Kyle,"I will if you give me money!
"
16,6,Kyle,"DUDE! Did you just shit your pants?!
"
18,1,Butters,"Oh boy, this is like Christmas morning!
"
8,13,Cartman,"Cool.  Ah, Kyle is at the door. Come in, Kyle!  Who are you?
"
10,14,Stan,"Play the Red Wings?
"
7,12,Stan,"Wull, maybe he won't fight.
"
11,3,Kenny,"Nohoho! No, not the socks! Ahhhgh, stop!
"
16,2,Stan,"Dude, my grandpa paid $6000 for something barely worth anything. How? How does something like this happen?
"
15,9,Jimmy,"Eh, b-base.
"
7,3,Cartman,"I know what you mean, Kyle. I realize now that even though you might not get caught doing something bad, you can still get caught later.
"
9,2,Randy,"Stan! 
"
1,1,Cartman,"Well, I dreamt that I was lying in my bed...  in the dark, when all of a sudden this bright blue light filled the room.  Then slowly my bedroom door begin to open,  and the next thing I remember, I was being drug through a hallway.  Then I was lying on a table,  and these scary hands wanted to operate on me. And they had big heads and big black eyes...
"
5,10,Stan,"Yeah, I guess we all are. Maybe things are finally gonna start getting a more sophisticated around here.
"
2,6,Kenny,"(Just face it, dude, your uncle's stupid!)
"
13,14,Cartman,"Noooo...  Eventually the minorities will do away with me altogether.
"
10,1,Kyle,"This doesn't make any sense!
"
6,14,Mr. Garrison,"Ding-ding, ding-ding.
"
16,3,Stan,"I think they're onto us guys. Let's do this.  I got it.
"
