"Country","Region","Year","Infant_deaths","Under_five_deaths","Adult_mortality","Alcohol_consumption","Hepatitis_B","Measles","BMI","Polio","Diphtheria","Incidents_HIV","GDP_per_capita","Population_mln","Thinness_ten_nineteen_years","Thinness_five_nine_years","Schooling","Economy_status_Developed","Economy_status_Developing","Life_expectancy"
"Nigeria","Africa",2001,106.8,177.3,408.9835,11.17,29,64,22.4,36,27,1.29,1499,125.39,14.1,14.1,5.2,0,1,46.5
"Nicaragua","Central America and Caribbean",2008,22,26.1,166.1845,3.59,97,83,26.5,97,97,0.12,1709,5.67,1.9,1.8,5.8,0,1,71.9
"Grenada","Central America and Caribbean",2006,12.5,14.6,163.5385,9.26,91,87,26,91,91,0.4,8195,0.1,3.9,3.9,7.9,0,1,73.1
"Iraq","Middle East",2007,31.1,38.1,187.6105,0.15,56,64,27.7,74,57,0.13,3627,27.91,5.4,5.1,6.1,0,1,68.1
"Myanmar","Asia",2007,54.1,71.8,219.9305,0.75,85,66,21.8,84,86,0.42,682,49.62,13.2,13.5,3.8,0,1,62.3
"Panama","Central America and Caribbean",2007,18.5,21.7,125.1955,5.46,85,83,26.2,84,85,0.4,9169,3.45,2.1,2,9.2,0,1,76.2
"Bahrain","Middle East",2011,7,8.2,70.3255,1.66,99,98,25,99,99,0.05,20774,1.28,6.1,6,8.6,0,1,76.2
"Djibouti","Africa",2001,78.2,98.6,321.3015,1.33,88,82,23.6,49,53,2.19,781,0.73,6.3,6.1,3.3,0,1,57.1
"Japan","Asia",2004,2.8,3.9,68.9285,7.69,83,87,22.6,97,99,0.17,32515,127.76,1.7,1.4,11.1,1,0,82
"Namibia","Africa",2004,42.7,74.4,496.836,1.89,83,64,23.3,81,81,9.29,3647,1.91,13.7,13.7,5.9,0,1,50.6
"Cabo Verde","Africa",2001,28.4,34.4,149.3995,3.86,66,96,23.4,91,90,0.39,1983,0.44,9.4,9.3,3.7,0,1,69.1
"Uganda","Africa",2003,74.7,123.5,485.3535,11.37,44,64,21.4,57,59,4.15,573,25.98,6.7,6.7,4.3,0,1,49.4
"Kazakhstan","Asia",2007,23.8,26.8,267.527,3.99,94,99,25.9,94,93,0.09,8438,15.48,2.4,2.5,11.6,0,1,66.3
"St. Lucia","Central America and Caribbean",2012,18.1,20.4,141.425,9.62,98,83,29.1,98,98,0.4,10531,0.18,4.3,4.3,8.4,0,1,75.1
"Cabo Verde","Africa",2000,31.1,38.1,157.104,3.49,66,96,23.3,90,90,0.39,1974,0.43,9.6,9.5,3.5,0,1,68.6
"Germany","European Union",2008,3.6,4.4,79.5175,11.37,87,92,26.2,95,96,0.08,38278,82.11,1.1,1.1,13.7,1,0,79.7
"Belarus","Rest of Europe",2015,3.1,4.1,163.872,9.79,99,99,26.6,99,99,0.22,5967,9.46,1.9,2,12.2,0,1,73.6
"Honduras","Central America and Caribbean",2010,19.8,23.3,153.912,2.69,97,83,26.1,97,97,0.08,2121,8.32,2.3,2.2,5.4,0,1,73.3
"Senegal","Africa",2005,53.2,91.8,237.7735,0.34,84,33,22.5,84,84,0.49,1134,11.09,11.4,11.3,2.4,0,1,60.6
"Cameroon","Africa",2007,74.6,121,371.415,5.22,82,64,23.8,81,82,2.43,1249,18.73,6.6,6.6,5.2,0,1,53.7
"Philippines","Asia",2012,24.2,30.9,204.619,4.96,88,42,22.9,88,88,0.06,2611,97.21,1,9.7,9.1,0,1,70.1
"Maldives","Asia",2009,12.8,14.9,77.1955,1.41,98,96,24.4,98,98,0.17,8222,0.35,14.1,14.2,4.7,0,1,75.5
"Nicaragua","Central America and Caribbean",2006,23.9,28.5,173.308,3.64,88,83,26.4,88,88,0.13,1616,5.51,2,1.9,5.6,0,1,71.4
"Mongolia","Asia",2003,38.9,49.1,260.269,1.67,98,98,24.6,98,98,0.02,1784,2.47,2.4,2.5,8.4,0,1,64.2
"Iraq","Middle East",2001,34.9,43.5,165.8675,0.19,66,52,27.1,80,78,0.13,4284,24.21,5.6,5.3,5.2,0,1,69
"Haiti","Central America and Caribbean",2011,57.6,77.4,257.386,2.36,60,83,24.7,67,68,0.83,1343,10.1,4,4,4.8,0,1,60.9
"Uruguay","South America",2013,8.3,9.7,107.92,6.42,94,92,27,94,94,0.26,15168,3.39,1.5,1.4,8.5,0,1,77.1
"Azerbaijan","Asia",2007,39.1,45.5,141.6765,0.95,62,75,26.1,81,79,0.15,4327,8.58,2.8,2.9,10.2,0,1,69.8
"Pakistan","Asia",2002,80.9,102.4,185.0715,0.014,64,33,22.7,64,68,0.13,1040,149.55,21.8,22.2,3.8,0,1,63.3
"Singapore","Asia",2000,3,3.9,80.151,2.02,97,98,23.4,98,98,0.14,34891,4.03,2.1,2,8.9,0,1,78
"Angola","Africa",2015,57.7,88.1,242.9655,6.53,64,64,23.2,62,64,0.89,3128,27.88,8.3,8.2,5,0,1,59.4
"Azerbaijan","Asia",2004,47,55.6,155.0385,0.63,50,67,25.9,78,77,0.2,2078,8.31,3,3,10.6,0,1,68.2
"Solomon Islands","Oceania",2014,19.9,23.4,151.628,0.95,88,65,26.1,78,88,0.17,2195,0.59,1.1,1.2,5.3,0,1,71.9
"Ukraine","Rest of Europe",2015,8.1,9.5,202.8,6.04,22,57,26.5,51,23,0.23,2125,45.15,2.3,2.4,11.3,0,1,71.2
"Senegal","Africa",2006,50.6,85.2,233.387,0.37,89,33,22.5,89,89,0.42,1130,11.38,11.2,11.1,2.4,0,1,61.4
"Bhutan","Asia",2012,31,38,220.149,0.32,97,90,23.5,97,97,0.14,2479,0.7,16.1,16.7,2.5,0,1,69.3
"Azerbaijan","Asia",2012,28.5,32.5,132.0885,0.52,88,95,26.6,92,89,0.07,5195,9.3,2.8,2.8,10.7,0,1,71.5
"Serbia","Rest of Europe",2003,9.1,10.5,147.6935,9.1,82,96,25.4,89,89,0.01,3808,7.48,2.7,2.7,9.9,0,1,72.4
"Niger","Africa",2009,64.8,130.3,270.291,0.1,71,64,21.5,71,71,0.12,424,15.84,11,1.8,1.4,0,1,56.6
"Haiti","Central America and Caribbean",2010,102.6,203.6,262.206,2.28,60,83,24.6,66,66,0.9,1297,9.95,4,4,4.7,0,1,60.5
"Slovak Republic","European Union",2006,6.6,7.9,136.22,10.89,99,97,25.8,99,99,0.01,12396,5.37,1.4,1.5,10.9,1,0,74.2
"Bahamas, The","Central America and Caribbean",2007,14.1,16.5,174.6025,9.92,93,83,27.3,95,95,0.57,35697,0.34,2.5,2.5,10.9,0,1,72
"Finland","European Union",2005,3.1,3.7,99.9665,9.95,88,92,25.9,97,97,0.08,42531,5.25,0.9,0.8,12,1,0,78.8
"Denmark","European Union",2004,4.3,5.2,95.0035,11.26,88,88,25.1,95,95,0.04,50792,5.4,1.2,1,12.8,1,0,77.5
"Tunisia","Africa",2010,15.8,18.4,98.3545,1.26,98,98,25.9,98,98,0.04,3955,10.64,6.3,6.3,6.7,0,1,75
"Thailand","Asia",2007,13.4,15.6,168.9115,6.12,96,94,23.5,98,98,0.3,4827,66.18,8.6,8.8,7.1,0,1,72.9
"France","European Union",2009,3.1,4.3,86.8955,12.66,51,67,25,98,98,0.1,35131,64.71,0.6,0.6,10.8,1,0,81.4
"Samoa","Oceania",2013,16.2,18.9,117.105,1.84,60,74,31.8,81,67,0.17,3961,0.19,0.2,0.1,10.3,0,1,72.4
"Nepal","Asia",2005,45.9,59.4,203.6355,0.22,41,65,21.2,78,75,0.17,616,25.74,17.6,18.2,2.8,0,1,65.3
"Panama","Central America and Caribbean",2013,15.5,18.1,117.765,6.21,80,68,26.7,81,80,0.4,12695,3.84,1.9,1.9,9.7,0,1,77.4
"Ireland","European Union",2011,3.5,4.1,68.994,11.49,95,86,27.2,95,95,0.07,46221,4.58,0.3,0.2,10.9,1,0,80.7
"Yemen, Rep.","Middle East",2001,65.8,90.3,251.422,0.08,19,95,22.4,73,73,0.02,2404,17.92,14,14,1.3,0,1,61.2
"Germany","European Union",2007,3.7,4.5,80.746,11.51,86,92,26.2,95,96,0.08,37842,82.27,1.1,1.1,13.7,1,0,79.5
"Tajikistan","Asia",2010,36.9,42.7,143.711,0.68,93,95,25.2,95,93,0.23,783,7.53,3.7,3.8,10.9,0,1,68.7
"Nicaragua","Central America and Caribbean",2005,24.9,29.9,177.622,3.65,86,83,26.3,87,86,0.13,1573,5.44,2,1.9,5.5,0,1,71.2
"Costa Rica","Central America and Caribbean",2015,7.7,9.1,85.6715,3.19,92,90,27.3,92,92,0.19,11643,4.85,1.7,1.7,8.8,0,1,79.6
"Chad","Africa",2002,96.8,177.1,413.041,0.4,27,64,21.1,31,25,1.21,421,9.02,11.1,11,1.4,0,1,47.9
"Libya","Africa",2011,14.9,19.4,136.8525,0.01,98,97,27.7,98,98,0.09,6670,6.25,5.6,5.4,7.3,0,1,72
"Norway","Rest of Europe",2004,3.4,4.2,74.4275,6.22,88,90,26,92,92,0.02,71655,4.59,0.8,0.7,12.7,1,0,79.8
"France","European Union",2011,3.1,4.2,82.572,12.35,74,67,25.1,99,99,0.1,36246,65.34,0.6,0.6,10.9,1,0,82.1
"Honduras","Central America and Caribbean",2007,22.4,26.7,158.902,2.94,93,83,25.7,94,94,0.11,2141,7.81,2.4,2.3,5,0,1,72.5
"Iraq","Middle East",2006,31.8,39.1,183.716,0.035,59,52,27.6,63,59,0.13,3620,27.45,5.4,5.1,5.9,0,1,68.2
"St. Lucia","Central America and Caribbean",2008,16.6,19,148.7125,12.05,96,83,28.4,96,96,0.4,10528,0.17,4.3,4.4,7.8,0,1,74.6
"Paraguay","South America",2009,22.6,26.9,153.271,6.06,85,77,25.9,82,85,0.15,4350,6.16,2.1,2,7,0,1,72.5
"Sweden","European Union",2009,2.6,3.1,60.608,7.31,59,95,25.7,98,98,0.08,46043,9.3,1.3,1.3,12.2,1,0,81.4
"Bulgaria","European Union",2002,13.2,15.9,156.0455,10.8,88,79,25.4,94,93,0.02,4260,7.84,2.4,2.4,10,1,0,71.9
"Slovenia","European Union",2004,3.7,4.4,111.937,10.01,88,99,25.6,94,94,0.03,18568,2,2,2,12,1,0,77.2
"Montenegro","Rest of Europe",2011,5.1,6.1,110.706,9.02,91,97,26.1,95,95,0.03,6169,0.62,1.9,2,11.1,0,1,76
"Madagascar","Africa",2006,53.9,81.3,261.1205,0.59,82,64,20.9,83,85,0.08,482,18.88,8,7.9,5.7,0,1,61.7
"Zimbabwe","Africa",2011,50.8,80.8,466.265,3.91,94,64,23.7,93,93,6.05,1249,12.89,6.8,6.7,7.3,0,1,52.9
"Romania","European Union",2011,10,11.8,139.7255,9.58,96,91,26.2,89,89,0.04,7810,20.15,2.9,3.1,10.8,1,0,74.4
"Senegal","Africa",2013,37.6,55.4,197.0095,0.19,92,33,22.9,89,92,0.12,1141,13.78,9.9,9.7,2.8,0,1,65.9
"Netherlands","European Union",2005,4.4,5.3,72.132,9.5,88,93,25.3,96,96,0.06,42202,16.32,1,1,11.6,1,0,79.3
"Romania","European Union",2002,17,20.1,171.852,13.15,99,97,25,98,98,0.05,5225,21.73,3.7,4.1,9.6,1,0,71
"Estonia","European Union",2005,5.7,7.2,186.7535,16.58,95,98,25.8,96,96,0.08,14631,1.35,2.1,2.2,12.1,1,0,72.6
"Liberia","Africa",2000,127.9,189.7,316.589,4.47,58,64,23,56,46,3.5,776,2.85,9.2,9.2,3.5,0,1,51.7
"Ethiopia","Africa",2012,49.5,73.5,239.3415,0.54,69,64,20.4,70,69,0.28,518,92.73,1.7,1.5,2.4,0,1,63.3
"Brunei Darussalam","Asia",2008,7.7,9.5,91.9455,0.65,96,90,26.2,97,98,0.1,33981,0.38,6.1,5.6,8.7,0,1,74.5
"Benin","Africa",2008,72.2,113.7,259.34,1.38,75,83,22.9,77,75,0.65,1001,8.7,8.1,8,2.8,0,1,58.7
"Germany","European Union",2011,3.4,4.1,75.779,11.33,88,93,26.4,94,95,0.03,39977,80.27,1.1,1.1,13.9,1,0,80.4
"Latvia","European Union",2012,5.6,6.6,165.2735,10.2,90,92,26.4,91,91,0.24,12410,2.03,2.2,2.2,12.6,1,0,73.8
"Congo, Dem. Rep.","Africa",2005,95.2,136.1,311.914,2.28,69,64,21.1,60,60,0.78,364,54.79,11.5,11.3,4.3,0,1,53.7
"Israel","Middle East",2015,3.2,3.9,56.337,2.74,96,97,27.2,95,95,0.08,35808,8.38,1.2,1.1,13,1,0,82.1
"Seychelles","Africa",2002,11.8,13.7,175.73,8.13,99,99,25.6,99,99,3.5,10714,0.08,6.1,6.6,7.6,0,1,71.1
"Yemen, Rep.","Middle East",2005,54.8,73,246.5985,0.038,80,95,22.8,80,79,0.02,2536,20.11,13.9,13.8,1.9,0,1,63.5
"New Zealand","Oceania",2015,4.6,5.5,67,8.68,92,87,28,92,92,0.03,38631,4.61,0.4,0.3,12.4,1,0,81.5
"Comoros","Africa",2003,71.7,99.6,267.1495,0.26,71,64,23.1,80,80,0.02,1183,0.58,7.6,7.6,3,0,1,59.7
"New Zealand","Oceania",2012,4.9,5.9,67.5135,9.17,93,85,27.8,93,93,0.03,36521,4.41,0.3,0.3,12.1,1,0,81.2
"Croatia","European Union",2009,4.9,5.7,103.109,11.11,97,98,26.6,96,96,0.02,11871,4.31,1.7,1.6,10.6,1,0,76.2
"Turkiye","Middle East",2004,23.6,28.2,131.274,1.48,77,65,27,85,85,0.08,7195,67.01,5.1,4.9,5.9,0,1,72
"Nepal","Asia",2011,35,43.6,172.406,0.25,92,65,21.9,92,92,0.17,754,27.04,16.5,16.9,3.3,0,1,68
"Azerbaijan","Asia",2001,57.2,69.3,166.736,0.5,50,65,25.6,77,77,0.16,1615,8.11,3.1,3.1,10.6,0,1,67.1
"France","European Union",2000,4.1,5.4,99.7875,13.92,26,65,24.8,98,97,0.11,33597,60.91,0.7,0.6,9.8,1,0,79.1
"Germany","European Union",2014,3.3,4,70.358,11.07,88,93,26.5,93,95,0.03,40851,80.98,1.1,1.1,14,1,0,81.1
"Croatia","European Union",2003,6.3,7.3,117.911,12.99,96,98,25.9,95,94,0.02,10510,4.3,1.9,1.9,9.8,1,0,74.6
"Kyrgyz Republic","Asia",2006,32.7,37.5,221.7345,6.78,90,65,25.4,93,92,0.13,837,5.22,3.3,3.4,10.2,0,1,67.7
"Vanuatu","Oceania",2006,23.8,28.4,157.5085,1,59,65,25.8,67,68,0.17,2776,0.21,1.6,1.5,6.5,0,1,68.5
"Tonga","Oceania",2014,10.8,12.5,135.663,0.28,98,92,32.1,98,80,0.17,4276,0.1,0.1,0.1,11.1,0,1,70.4
"Sweden","European Union",2013,2.4,2.9,55.5025,7.32,67,95,25.9,98,98,0.08,49049,9.6,1.4,1.3,12.2,1,0,82
"Mauritania","Africa",2001,68.9,112.1,228.7,0.012,61,64,23.8,75,75,0.47,1252,2.7,1.7,1.5,3,0,1,60.8
"Nicaragua","Central America and Caribbean",2010,20.3,23.9,160.5665,3.33,98,83,26.7,99,98,0.12,1679,5.82,1.9,1.8,6,0,1,72.4
"Tanzania","Africa",2008,51,79.6,345.9945,4.96,86,64,22.7,89,86,2.76,765,41.85,7.3,7.3,5,0,1,56.8
"Latvia","European Union",2007,7.7,9.3,220.941,12.12,91,98,26.1,94,94,0.18,13186,2.2,2.4,2.4,12.3,1,0,71
"Congo, Rep.","Africa",2004,60.7,93.3,390.9155,0.9,71,64,22.4,67,67,2.14,2080,3.51,9,8.6,5.8,0,1,54.7
"Seychelles","Africa",2006,11.9,13.8,162.877,6.43,99,99,25.9,99,99,3.5,11562,0.08,5.9,6.3,7.8,0,1,72.2
"Rwanda","Africa",2007,54.4,84.4,285.3095,7.84,97,87,21.5,98,97,1.44,512,9.27,6.8,6.7,3.1,0,1,58.9
"Bosnia and Herzegovina","Rest of Europe",2001,8.4,9.6,118.2535,4.11,92,86,24.8,92,91,0.08,2913,3.76,3.2,3.2,7.1,0,1,74.6
"Italy","European Union",2009,3.4,4.1,59.186,7.25,96,83,25.7,96,96,0.08,31615,59.1,0.5,0.5,9.6,1,0,81.6
"Sao Tome and Principe","Central America and Caribbean",2013,22,27.7,194.199,5.4,97,71,24.6,97,97,0.16,1486,0.19,5.7,5.5,5.2,0,1,68.7
"India","Asia",2010,45.1,58.2,191.5935,2.73,38,38,21.4,76,79,0.1,1244,1234.28,27,27.8,5.4,0,1,66.7
"Guinea-Bissau","Africa",2003,95.9,156.8,302.471,3.07,83,64,22.4,65,60,3.09,550,1.28,9.6,9.5,2.3,0,1,51.5
"Guatemala","Central America and Caribbean",2012,26.5,32,170.1225,1.91,96,83,26.2,94,96,0.04,3732,14.78,1.2,1.2,4.6,0,1,72.2
"Cyprus","European Union",2006,3.6,4.2,62.643,11.48,93,90,26.6,97,97,0.04,26394,1.05,0.9,1,10.9,1,0,78.8
"Germany","European Union",2009,3.5,4.3,78.907,11.23,88,93,26.3,95,96,0.08,36190,81.9,1.1,1.1,13.8,1,0,79.8
"Chad","Africa",2015,75.7,128.7,363.167,0.66,46,64,21.9,52,46,0.42,776,14.11,8.5,8.4,2.3,0,1,53.1
"Venezuela, RB","South America",2008,14.7,17.2,150.294,8.41,53,83,26.5,76,50,0.4,11433,27.64,1.6,1.5,8.2,0,1,73.1
"Ireland","European Union",2013,3.3,3.9,64.5655,10.51,95,86,27.3,96,96,0.07,46339,4.62,0.3,0.2,11.8,1,0,80.9
"Solomon Islands","Oceania",2015,19.3,22.7,148.087,1.01,98,65,26.2,85,98,0.17,2167,0.6,1.1,1.2,5.4,0,1,72.2
"Argentina","South America",2002,16.4,18.3,136.066,7.81,66,83,26.3,94,93,0.15,8943,37.68,1.2,1,9.2,0,1,73.9
"Spain","European Union",2006,3.7,4.5,73.3,11.86,97,94,26.2,98,98,0.09,26763,44.4,0.6,0.5,9,1,0,80.8
"Gabon","Africa",2011,40.4,59.3,266.645,8.01,75,64,24.8,75,75,1.73,7086,1.68,6.4,6.3,7.7,0,1,62.2
"Montenegro","Rest of Europe",2014,3.7,4.4,102.857,8.55,87,95,26.4,91,91,0.03,6307,0.62,1.8,1.9,11.3,0,1,76.4
"Serbia","Rest of Europe",2013,5.9,6.9,119.055,7.94,91,82,25.9,97,95,0.02,5525,7.16,2.1,2.1,10.4,0,1,75.2
"Portugal","European Union",2013,3,3.7,78.8295,9.52,98,96,25.7,98,98,0.14,18585,10.46,0.7,0.5,8.6,1,0,80.7
"Somalia","Africa",2000,104.4,172.7,355.929,0,42,64,22.1,37,33,0.13,174,8.87,8,7.9,2.1,0,1,50.9
"Gambia, The","Africa",2006,51.5,87.6,285.0805,3.25,95,64,22.9,94,95,1.39,686,1.59,9,8.9,2.5,0,1,58.3
"Niger","Africa",2012,57,108.2,261.2055,0.15,71,64,21.6,71,71,0.07,464,17.8,1.3,1.1,1.6,0,1,58.8
"Cambodia","Asia",2007,46.2,55.4,206.6325,1.29,82,48,21.3,82,82,0.25,825,13.68,11.3,11.5,3.7,0,1,64.7
"Kiribati","Oceania",2006,49.7,65.1,212.398,0.69,88,35,29.3,86,86,0.17,1497,0.09,0.2,0.1,7.4,0,1,64.7
"Equatorial Guinea","Africa",2003,99,142.8,332.349,7.87,46,64,22.9,47,37,3.69,8745,0.69,1.2,1.1,5.4,0,1,54.1
"Israel","Middle East",2009,3.8,4.7,61.931,2.67,98,92,26.9,96,96,0.08,31323,7.49,1.2,1.1,12.6,1,0,81.4
"Kuwait","Middle East",2002,10.3,12,87.276,0.011,99,84,28.4,99,99,0.13,29591,2.14,3.2,3,6.1,0,1,73.3
"St. Vincent and the Grenadines","Central America and Caribbean",2004,19,21.6,176.2405,5.77,99,83,25.9,99,99,0.4,6313,0.11,3.8,3.7,7.8,0,1,71.2
"Zambia","Africa",2001,85.3,146.9,598.586,2.8,81,39,21.6,86,85,9.38,794,10.69,7.4,7.4,6,0,1,44.6
"St. Vincent and the Grenadines","Central America and Caribbean",2009,18.2,20.4,163.6655,6.98,99,83,26.5,99,99,0.4,7098,0.11,3.6,3.5,8.2,0,1,71.7
"Dominican Republic","Central America and Caribbean",2013,28.8,35,164.4115,5.41,80,83,26.2,82,83,0.43,6187,10.05,3.3,3.2,7.6,0,1,72.8
"Jamaica","Central America and Caribbean",2014,13.8,16,133.3495,3.2,92,72,27.5,93,92,0.5,4890,2.88,1.8,1.7,9.6,0,1,74
"Iran, Islamic Rep.","Middle East",2008,18.5,21.7,121.2965,0.026,99,65,25.6,99,99,0.12,5260,72.12,7.6,7.8,8.6,0,1,73
"Eritrea","Africa",2005,46.1,67.5,336.291,1.18,96,88,20.4,96,96,0.38,762,2.83,9.4,9.5,3.7,0,1,58.7
"Lao PDR","Asia",2010,51.8,68.3,217.0295,6.1,74,65,22.2,76,74,0.17,1586,6.25,9.3,9.5,4.6,0,1,64.3
"Netherlands","European Union",2001,5,6.1,81.98,9.82,88,97,25.1,97,97,0.06,41087,16.05,1.1,1.1,11,1,0,78.2
"Bangladesh","Asia",2011,37.2,46.7,139.3125,0,96,71,21.2,96,96,0.01,1024,149.27,18.7,19.2,5.1,0,1,70.3
"Mexico","North America",2002,21.9,26,126.16,4.92,97,89,26.9,98,97,0.15,8581,101.68,1.9,1.8,7,0,1,74.9
"Iran, Islamic Rep.","Middle East",2000,29.7,36.2,151.603,0.012,99,65,25,99,99,0.08,3923,65.62,7.8,7.9,6.2,0,1,70.2
"Iraq","Middle East",2015,24.8,29.7,162.9175,0.16,56,76,28.6,72,58,0.13,4688,35.57,5.3,5.1,6.6,0,1,69.9
"Lebanon","Middle East",2007,10.4,12.1,73.269,1.59,80,55,26.9,75,80,0.03,7295,4.77,4.7,4.6,7.8,0,1,77.6
"Pakistan","Asia",2006,75.4,94.5,179.458,0.034,78,32,23.1,58,78,0.13,1217,164.02,21,21.5,4.4,0,1,64.2
"Guinea-Bissau","Africa",2015,60,92.1,270.2885,3.13,87,64,23.4,83,87,1.58,603,1.74,7.1,7,2.9,0,1,57
"Thailand","Asia",2004,15.5,18,184.5775,6.1,96,95,23.2,98,98,0.42,4263,65,9,9.2,6.8,0,1,71.7
"Guatemala","Central America and Caribbean",2010,28.6,34.8,177.598,2.03,94,83,26,94,94,0.08,3606,14.26,1.3,1.3,4.9,0,1,71.5
"Kyrgyz Republic","Asia",2007,31.2,35.7,221.239,6.98,94,65,25.5,94,94,0.17,900,5.27,3.3,3.4,10.3,0,1,67.9
"Austria","European Union",2012,3.3,4,69.0215,12.1,92,78,25.5,92,92,0.08,44550,8.43,1.8,2,11.8,1,0,80.9
"Mali","Africa",2013,70.6,116.6,277.2635,0.58,69,64,22.8,57,69,0.44,701,16.45,8.1,7.9,2.2,0,1,56.6
"Bahrain","Middle East",2005,9.1,10.6,77.801,1.92,98,99,25.3,98,98,0.05,22344,0.89,6.1,5.9,8.4,0,1,75.3
"Russian Federation","Rest of Europe",2011,8.1,10.1,238.2245,10.75,97,97,26.1,97,97,0.08,9124,142.96,2.3,2.4,11.6,0,1,69.7
"Guinea-Bissau","Africa",2005,89.2,144.5,299.375,3.69,83,64,22.6,73,68,3.02,562,1.34,9.2,9,2.3,0,1,52.3
"Turkmenistan","Asia",2006,42.3,49.6,214.822,2.54,98,99,25.3,98,98,0.08,3057,4.81,3.3,3.3,9.9,0,1,65.4
"St. Lucia","Central America and Caribbean",2009,16.9,19.3,146.8905,11.06,95,83,28.6,95,95,0.4,10099,0.17,4.3,4.4,7.9,0,1,74.7
"Belarus","Rest of Europe",2012,3.7,4.9,192.409,13.56,97,97,26.4,98,98,0.23,6048,9.45,2,2.1,12,0,1,72
"Portugal","European Union",2007,3.3,4.2,91.6555,11.54,97,95,25.8,96,97,0.18,19951,10.54,0.7,0.5,7.7,1,0,78.3
"Vanuatu","Oceania",2000,23.9,28.5,181.1765,0.82,70,65,25.4,67,71,0.17,2837,0.18,1.7,1.7,6.5,0,1,67.4
"Micronesia, Fed. Sts.","Oceania",2012,26.2,31.6,169.018,2.89,82,65,29.4,81,81,0.17,3076,0.1,0.2,0.2,7.7,0,1,66.8
"Pakistan","Asia",2007,74.1,92.7,178.0545,0.034,75,33,23.2,54,75,0.13,1247,167.81,2.8,21.3,4.4,0,1,64.4
"Malawi","Africa",2005,65,110.5,528.961,1.45,93,64,22.1,94,93,6.42,289,12.63,7.4,7.2,3.4,0,1,47.8
"Indonesia","Asia",2002,37.8,47.6,192.0885,0.054,63,24,21.8,80,70,0.17,1968,217.36,11,11.1,7,0,1,66.3
"Afghanistan","Asia",2013,57.3,76.9,236.221,0.01,64,38,23,64,64,0.03,569,32.27,17.7,17.7,3.5,0,1,62.5
"United States","North America",2000,7.1,8.4,113.6425,8.3,90,86,27.5,90,94,0.13,48746,282.16,0.8,0.7,12.7,1,0,76.6
"Vanuatu","Oceania",2004,23.6,28.1,164.9795,0.85,63,65,25.7,67,69,0.17,2553,0.2,1.6,1.5,6.5,0,1,68.2
"Sao Tome and Principe","Central America and Caribbean",2006,36.6,50.9,204.863,5.68,75,71,24.1,97,97,0.53,1282,0.16,6.9,6.8,4.5,0,1,65.3
"Zambia","Africa",2011,50.1,76.8,352.9365,2.79,81,38,22.2,83,81,5.5,1244,14.02,6.6,6.4,6.7,0,1,57.1
"Papua New Guinea","Oceania",2008,46.8,60.8,238.9705,0.77,59,65,24.9,69,63,0.39,1991,6.98,1.4,1.3,3.8,0,1,61.4
"Dominican Republic","Central America and Caribbean",2001,31.7,39,185.7315,6.36,66,83,25,71,72,0.94,4249,8.6,3.8,3.6,6.5,0,1,69.7
"Equatorial Guinea","Africa",2011,76.7,107.4,327.4155,9.38,46,64,23.6,60,41,4.58,14099,0.99,8.9,8.8,5.5,0,1,55.9
"Peru","South America",2010,15.3,19.8,132.268,5.23,93,56,26,92,93,0.15,5178,29.03,1.1,1.1,8.4,0,1,74.4
"Myanmar","Asia",2002,62.3,84.7,234.2095,0.14,74,63,21.5,84,79,0.53,381,47.7,13.3,13.7,3.3,0,1,60.7
"Congo, Dem. Rep.","Africa",2012,79.1,106.1,272.347,4.4,75,64,21.7,76,75,0.46,433,69.02,1,9.8,5.8,0,1,57.9
"Libya","Africa",2005,19.8,23.1,135.266,0.005,97,95,27.2,98,98,0.08,12760,5.8,5.5,5.4,6.4,0,1,71.9
"Indonesia","Asia",2008,30,36.7,186.9555,0.071,82,66,22.3,83,77,0.21,2514,235.47,1.7,1.7,7.1,0,1,68.5
"Sierra Leone","Africa",2006,120.9,188.9,459.6215,3.68,75,60,22.4,65,64,1.36,476,5.83,9.1,9.1,2.8,0,1,45.5
"Spain","European Union",2004,3.9,4.9,77.449,11.32,97,91,26.2,97,97,0.09,25655,42.92,0.6,0.5,8.6,1,0,79.9
"Armenia","Rest of Europe",2002,24.5,27.7,138.447,2.87,91,95,25.7,96,94,0.08,1619,3.03,2.1,2.1,10.8,0,1,72.1
"Hungary","European Union",2009,5.2,6.2,163.682,11.52,88,99,26.7,99,99,0.08,11167,10.02,1.8,1.8,11.7,1,0,73.9
"Congo, Rep.","Africa",2005,56.8,86.4,375.1285,0.86,71,64,22.5,62,62,2.19,2172,3.62,8.8,8.5,5.8,0,1,55.6
"Yemen, Rep.","Middle East",2010,45.5,58.8,235.0695,0.06,76,95,23.3,77,76,0.03,2722,23.15,13.7,13.7,2.6,0,1,65.5
"Trinidad and Tobago","Central America and Caribbean",2010,20.1,22.5,177.125,5.79,90,82,27,91,90,0.4,18189,1.33,5.9,6.3,10.7,0,1,71.9
"Albania","Rest of Europe",2005,17.8,20,84.4915,4.98,98,97,25.6,97,98,0.03,2676,3.01,1.8,1.8,9.1,0,1,75.2
"Israel","Middle East",2014,3.2,4,56.744,2.71,97,96,27.2,95,95,0.08,35711,8.22,1.2,1.1,12.9,1,0,82.2
"Colombia","South America",2000,21.2,25.1,170.6395,4.52,78,84,24.8,82,79,0.26,3962,39.63,2.6,2.3,6.5,0,1,72.9
